objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Tokaido","123540","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60487497","6.73649","6.90788","1.7435","860","45492","thing","Tokaido","1","5","45","45","45","2016","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Pendragon Game Studio","Italian","2016","Italian second edition"
"Tom Bomb","9004","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","33871124","5.2744","4.60816","1.1364","31254","1460","thing","Pop-Up Pirate!","2","4","20","20","20","1975","2,3,4","2,3,4","2–6","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Giochi Preziosi","Italian","0","Giochi Preziosi Italian edition"
"Topiary","210900","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50865465","5.91716","6.67272","1.7931","3771","2053","thing","Topiary","2","4","30","30","15","2017","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Fever Games","English; Italian","2017","English/Italian edition"
"Travel Clue","13682","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","7420206","5.48252","5.41342","1.3636","29453","781","thing","Travel Clue","2","6","10","10","10","1990","4,6","4","8+","No necessary in-game text","51","","","2193","","standalone","","","","","","","","","","","","","","",""
"Il Trono di Spade: Il Gioco da Tavolo (Seconda Edizione) – La Danza dei Draghi","124693","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","81789832","6.29875","7.85182","3.3768","0","5970","thing","A Game of Thrones: The Board Game (Second Edition) – A Dance with Dragons","6","6","180","180","180","2020","6","6","14+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games","Italian","2020","Italian edition 2020"
"Il Trono di Spade: Il Gioco da Tavolo Seconda Edizione","103343","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","81789840","7.29735","7.52566","3.7347","241","53402","thing","A Game of Thrones: The Board Game (Second Edition)","3","6","240","240","120","2012","4,5,6","6","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Giochi Uniti","Italian","2012","Giochi Uniti Italian edition"
"Il Trono di Spade: Il Gioco del Trono","204837","10","1","0","1","0","0","0","0","0","0","0","3","","","","","","57001496","5.88578","6.77035","2.7","4038","2416","thing","Game of Thrones: The Iron Throne","3","5","60","60","30","2017","4,5","5","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games","Italian","2017","Italian edition"
"Il Trono di Spade: il Gioco di Carte (Seconda edizione)","169255","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","81789830","6.76739","7.48203","3.5325","820","10140","thing","A Game of Thrones: The Card Game (Second Edition)","2","4","120","120","60","2015","2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2015","Italian edition"
"Tsuro","16992","10","0","0","1","0","0","0","0","0","0","0","3","","","","","","85414550","6.53257","6.66791","1.2168","1262","47795","thing","Tsuro","2","8","20","20","15","2020","2,3,4,5,6,7,8","4,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","DV Games","Italian","2020","dV Giochi Italian-only edition"
"Two Rooms and a Boom","134352","10","0","0","1","0","0","0","0","0","0","0","3","","","","","","42869181","6.54515","6.98146","1.4845","1230","10929","thing","Two Rooms and a Boom","6","30","20","20","7","2015","8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","14,16,17,18,20,22","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Tuesday Knight Games","English","2015","English first edition"
"Two Rooms and a Boom: Necroboomicon Expansion Pack","219444","6.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","50866304","5.57987","7.03504","2","0","1347","thing","Two Rooms and a Boom: Necroboomicon Expansion Pack","6","30","15","15","15","2017","6,7,8,9,10,11,12,13,14,15,16,17,18,19,20","12","8+","","","","","","","expansion","","","","","","","","","","","","Tuesday Knight Games","English","2017","English edition"
"Tzolk'in: Il Calendario Maya","126163","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","78526968","7.67869","7.84199","3.6627","77","50911","thing","Tzolk'in: The Mayan Calendar","2","4","90","90","90","2012","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cranio Creations","Italian","2012","Italian first edition"
"Tzolk'in: The Mayan Calendar – Mini Expansion 2","142580","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","78526973","5.94503","7.66709","3.2593","0","3564","thing","Tzolk'in: The Mayan Calendar – Mini Expansion 2","2","4","90","90","90","2013","2,3,4","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Czech Games Edition (CGE)","English; (neutral)","2013","English edition"
"Ubongo BMM","28258","8","2","0","1","0","0","0","0","0","0","0","1","","","","","","8638117","5.52883","5.61041","1.1711","17192","2615","thing","Ubongo Mini","1","4","10","10","10","2007","1,2,3,4","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2007","German edition"
"Ubongo Extrem: Mitbringspiel","41291","7.5","1","0","1","0","0","0","0","0","0","0","1","","","","","","8896834","5.60462","6.19965","1.5","9313","1086","thing","Ubongo Extreme: Fun-Size Edition","1","4","30","30","15","2009","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2009","German first edition"
"Undo: Sangue sul Selciato","271043","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","66204849","5.51014","5.59817","1.2222","23149","1397","thing","Undo: Blood in the Gutter","2","6","90","90","45","2019","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","DV Games","Italian","2019","Italian edition"
"Unlock!: Escape Adventures – The Formula","216091","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","44992221","6.32051","6.97358","2.275","1822","4241","thing","Unlock!: Escape Adventures – The Formula","1","6","75","75","45","2017","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","14","USD","","","2017-08-24","The Compleat Strategist, NYC","1","","","","Space Cowboys","English","2017","English edition"
"Unlock!: Escape Adventures – The Island of Doctor Goorse","216094","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","44992248","6.03029","6.64624","2.9286","3059","3719","thing","Unlock!: Escape Adventures – The Island of Doctor Goorse","2","6","60","60","60","2017","2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","14","USD","","","2017-08-24","The Compleat Strategist, NYC","1","","","","Space Cowboys","English","2017","English edition"
"UNO","2223","6","0","0","1","0","0","0","0","0","0","0","3","","","","","","6985746","5.35622","5.48538","1.0991","31187","75750","thing","UNO","2","10","30","30","30","1992","3,4,5,6,7,8","4,5,6","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Mattel, Inc.","Dutch; French; German; Italian","1992","Mattel multilingual edition 51967  1992"
"VektoRace","256839","0","2","0","1","0","0","0","0","0","0","0","1","","","","","","66424333","5.84768","7.28166","2.1053","4369","1017","thing","VektoRace","2","4","120","120","30","2018","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","KaleidosGames","English; French; Italian; Spanish","2018","Multilingual first edition"
"Venetia","132326","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","74377581","5.74611","6.99658","3.1622","5588","1275","thing","Venetia","2","4","90","90","75","2013","3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Giochi Uniti; Stratelibri","German; Italian","2013","German/Italian first edition"
"Volfyirion","258074","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","63316509","6.03865","7.21774","2.2453","3008","3639","thing","Volfyirion","1","2","30","30","15","2019","1,2","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Tabula Games","English","2019","English edition"
"La volpe nel bosco","221965","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","95303911","6.84905","7.04835","1.617","695","39705","thing","The Fox in the Forest","2","2","30","30","30","2022","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Foxtrot Games; Raven Distribution; Renegade Game Studios","Italian","2022","Italian edition"
"Vudù","154880","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","22927151","5.78532","6.31501","1.18","5029","4422","thing","Voodoo","2","8","30","30","30","2014","3,4,5,6","4,5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Red Glove","Italian","2014","Italian edition, first printing"
"Vudulhu","236827","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50865394","5.53305","6.15765","1.3333","16221","416","thing","Vudulhu","3","6","45","45","30","2017","4,5,6","5,6","8–16","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Red Glove","English; Italian","2017","English edition"
"Wacky Races: The Board Game","256729","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","66424185","5.77979","6.59464","1.24","5093","2550","thing","Wacky Races: The Board Game","2","6","20","20","20","2019","1,2,3,4,5,6","4,5,6","8+","Some necessary text - easily memorized or small crib sheet","","","","2193","","standalone","","72","EUR","","","2019-11-30","PEndragon Verona","1","","","","","","",""
"Warstones","218519","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50865398","5.56155","6.98383","1.8","12205","225","thing","Warstones","2","4","30","30","30","2017","2,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Red Glove","Italian","2017","Italian edition"
"Wavelength","262543","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","111309375","6.97048","7.18582","1.1047","541","34442","thing","Wavelength","2","12","45","45","30","2020","4,5,6,7,8,9,10,11,12","6,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Palm Court","Italian","2020","Italian edition"
"Wherewolf","59335","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","9911826","5.6254","7.39032","2.0625","8391","327","thing","Wherewolf","6","33","60","60","60","2009","9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24","12,13,14,15,16","16+","Extensive use of text - massive conversion needed to be playable","3242","926469","2010","2193","","standalone","","","","","","","","","","","","","","",""
"Witch & Bitch","240956","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","55591283","5.50714","6.47222","2.4","24216","107","thing","Witch & Bitch","1","5","120","120","60","2017","2,3,4,5","4","16+","","","","","","","standalone","","","","","","","","","","","","Freak & Chic LLC; Studio Supernova","Italian","2017","Italian edition"
"Zombicide Season 2: Prison Outbreak","137988","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","31359488","6.63671","7.34148","2.6735","1047","12372","thing","Zombicide Season 2: Prison Outbreak","1","6","60","60","60","2013","1,2,3,4,5,6","2,3,6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Asterion Press; Cool Mini Or Not; Guillotine Games","Italian","2013","Italian edition"
"Zombicide Season 3: Rue Morgue","161866","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","31075936","6.47568","7.48066","2.4819","1400","7989","thing","Zombicide Season 3: Rue Morgue","1","12","60","60","60","2014","1,2,3,4,5,6","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","75","EUR","","","2015-10-31","","1","","","","Asterion Press; Cool Mini Or Not; Guillotine Games","Italian","2014","Italian edition"
"Zombicide: Black Plague","176189","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","60819494","7.21249","7.59871","2.4741","293","30400","thing","Zombicide: Black Plague","1","6","180","180","60","2016","1,2,3,4,5,6","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Asterion Press; Cool Mini Or Not; Guillotine Games","Italian","2016","Italian edition"
